Time,P_real,P_uoc
1/17/2025 9:50,30.089546000000002,30.089546000000002
1/17/2025 10:00,32.5300624,32.5300624
1/17/2025 10:10,33.8624908,33.8624908
1/17/2025 10:20,34.197489000000004,34.197489000000004
1/17/2025 10:30,35.147844,35.147844
1/17/2025 10:40,35.7562232,35.7562232
1/17/2025 10:50,35.118413600000004,35.118413600000004
1/17/2025 11:00,35.929833200000004,35.929833200000004
1/17/2025 11:10,36.1346216,36.1346216
1/17/2025 11:20,33.9069978,34.59778112
1/17/2025 11:30,27.962621000000002,31.997597505283483
1/17/2025 11:40,32.0248156,33.15978424639544
1/17/2025 11:50,34.6207778,34.79987993
1/17/2025 12:00,34.469606,34.88857404653088
1/17/2025 12:10,34.0224264,35.254290637605564
1/17/2025 12:20,34.9153122,35.98314331509268
1/17/2025 12:30,35.536121200000004,35.596284816951425
1/17/2025 12:40,35.2525846,35.32139632998959
1/17/2025 12:50,36.0349832,36.0349832
1/17/2025 13:00,37.2606584,37.2606584
1/17/2025 13:10,35.663443,35.663443
1/17/2025 13:20,29.9366128,29.9366128
1/17/2025 13:30,35.897709,35.897709
1/17/2025 13:40,35.863073,35.863073
1/17/2025 13:50,28.862729,28.862729
1/17/2025 14:00,28.374508600000002,28.374508600000002
1/17/2025 14:10,31.6641914,31.6641914
1/17/2025 14:20,31.7266584,31.7266584
1/17/2025 14:30,27.213773600000003,27.213773600000003
1/17/2025 14:40,23.9299052,23.9299052
1/17/2025 14:50,22.8744578,22.8744578
1/17/2025 15:00,21.8632812,21.8632812
1/17/2025 15:10,18.8527152,18.8527152
1/17/2025 15:20,14.8076544,14.8076544
1/17/2025 15:30,12.7787802,12.7787802
1/17/2025 15:40,10.707868,10.707868
1/17/2025 15:50,10.8416528,10.8416528
1/17/2025 16:00,11.3008178,11.3008178
1/17/2025 16:10,10.5356366,10.5356366
1/17/2025 16:20,9.3818692,9.3818692
1/17/2025 16:30,8.714216400000002,8.714216400000002
1/17/2025 16:40,8.6552252,8.6552252
1/17/2025 16:50,6.6189966,6.6189966
1/17/2025 17:00,4.3341012,4.3341012
1/17/2025 17:10,2.9881572,2.9881572
1/17/2025 17:20,2.039892,2.039892
1/17/2025 17:30,1.2768599999999999,1.2768599999999999
1/17/2025 17:40,0.6735944,0.6735944
1/17/2025 17:50,0.160716,0.160716
1/17/2025 18:00,0.0626482,0.0626482
1/17/2025 18:10,0,0
1/17/2025 18:20,0,0.2318662933566976
1/17/2025 18:30,0,0
1/17/2025 18:40,0,0
1/17/2025 18:50,0.561144,0
1/17/2025 19:00,0,0
1/17/2025 19:10,0,0
1/17/2025 19:20,0,0
1/17/2025 19:30,0,0
1/17/2025 19:40,0,0
1/17/2025 19:50,0,0
1/17/2025 20:00,0,0
1/17/2025 20:10,0,0
1/17/2025 20:20,0,0
1/17/2025 20:30,0,0
1/17/2025 20:40,0,0
1/17/2025 20:50,0,0
1/17/2025 21:00,0,0
1/17/2025 21:10,0,0
1/17/2025 21:20,0,0
1/17/2025 21:30,0,0
1/17/2025 21:40,0,0
1/17/2025 21:50,0,0
1/17/2025 22:00,0,0
1/17/2025 22:10,0,0
1/17/2025 22:20,0,0
1/17/2025 22:30,0,0
1/17/2025 22:40,0,0
1/17/2025 22:50,0,0
1/17/2025 23:00,0,0
1/17/2025 23:10,0,0
1/17/2025 23:20,0,0
1/17/2025 23:30,0,0
1/17/2025 23:40,0,0
1/17/2025 23:50,0,0
1/18/2025 0:00,0,0
1/18/2025 0:10,0,0
1/18/2025 0:20,0,0
1/18/2025 0:30,0,0
1/18/2025 0:40,0,0
1/18/2025 0:50,0,0
1/18/2025 1:00,0,0
1/18/2025 1:10,0,0
1/18/2025 1:20,0,0
1/18/2025 1:30,0,0
1/18/2025 1:40,0,0
1/18/2025 1:50,0,0
1/18/2025 2:00,0,0
1/18/2025 2:10,0,0
1/18/2025 2:20,0,0
1/18/2025 2:30,0,0
1/18/2025 2:40,0,0
1/18/2025 2:50,0,0
1/18/2025 3:00,0,0
1/18/2025 3:10,0,0
1/18/2025 3:20,0,0
1/18/2025 3:30,0,0
1/18/2025 3:40,0,0
1/18/2025 3:50,0,0
1/18/2025 4:00,0,0
1/18/2025 4:10,0,0
1/18/2025 4:20,0,0
1/18/2025 4:30,0,0
1/18/2025 4:40,0,0
1/18/2025 4:50,0,0
1/18/2025 5:00,0,0
1/18/2025 5:10,0,0
1/18/2025 5:20,0,0
1/18/2025 5:30,0,0.1159331466783488
1/18/2025 5:40,0,0
1/18/2025 5:50,0,0
1/18/2025 6:00,0,0
1/18/2025 6:10,0,0
1/18/2025 6:20,0.0481412,0.6157475491089279
1/18/2025 6:30,0.6881322,0.9837820694242048
1/18/2025 6:40,1.3803176000000001,1.3803176000000001
1/18/2025 6:50,1.2499894,1.2499894
1/18/2025 7:00,1.5505702,1.5505702
1/18/2025 7:10,3.370558,3.370558
1/18/2025 7:20,6.709173799999999,6.709173799999999
1/18/2025 7:30,10.009707,10.009707
1/18/2025 7:40,11.863269599999999,11.863269599999999
1/18/2025 7:50,6.835077,12.531213936869696
1/18/2025 8:00,15.6030698,15.6030698
1/18/2025 8:10,17.413691399999998,17.413691399999998
1/18/2025 8:20,16.3752032,16.3752032
1/18/2025 8:30,16.6998066,16.6998066
1/18/2025 8:40,17.957635,17.957635
1/18/2025 8:50,21.4452124,21.4452124
1/18/2025 9:00,23.178167000000002,23.178167000000002
1/18/2025 9:10,23.090395,23.090395
1/18/2025 9:20,25.5019832,25.5019832
1/18/2025 9:30,28.6428936,28.6428936
1/18/2025 9:40,29.453567800000002,29.453567800000002
1/18/2025 9:50,29.9812474,29.9812474
1/18/2025 10:00,30.381728199999998,30.381728199999998
1/18/2025 10:10,28.1791012,28.1791012
1/18/2025 10:20,32.2256016,32.2256016
1/18/2025 10:30,32.8190308,32.8190308
1/18/2025 10:40,33.4797888,33.4797888
1/18/2025 10:50,31.741835400000003,32.666733158063934
1/18/2025 11:00,31.213729999999998,32.27459219238075
1/18/2025 11:10,34.5067724,34.5067724
1/18/2025 11:20,33.7372158,34.10441319148865
1/18/2025 11:30,29.2723074,33.57287802518479
1/18/2025 11:40,33.256683200000005,34.16624718908434
1/18/2025 11:50,32.5353872,34.60101159031858
1/18/2025 12:00,31.348166600000003,34.70584703870437
1/18/2025 12:10,30.698269600000003,34.511005233831575
1/18/2025 12:20,31.885275200000002,34.72749612813468
1/18/2025 12:30,34.5505912,34.887809648935196
1/18/2025 12:40,35.4431618,35.4431618
1/18/2025 12:50,35.1525794,35.1525794
1/18/2025 13:00,35.1684054,35.1684054
1/18/2025 13:10,34.0061554,34.05785650748054
1/18/2025 13:20,34.0974004,34.0974004
1/18/2025 13:30,33.87384949999999,33.87384949999999
1/18/2025 13:40,33.8731606,33.8731606
1/18/2025 13:50,32.8898316,32.8898316
1/18/2025 14:00,31.9795998,31.9795998
1/18/2025 14:10,31.2223258,31.2223258
1/18/2025 14:20,29.6500968,29.6500968
1/18/2025 14:30,28.69195,28.69195
1/18/2025 14:40,27.2365564,27.2365564
1/18/2025 14:50,25.6637808,25.6637808
1/18/2025 15:00,22.904666600000002,22.904666600000002
1/18/2025 15:10,20.834084400000002,20.834084400000002
1/18/2025 15:20,19.307184999999997,19.307184999999997
1/18/2025 15:30,16.7155564,16.7155564
1/18/2025 15:40,15.0939936,15.0939936
1/18/2025 15:50,15.448868999999998,15.448868999999998
1/18/2025 16:00,12.288725199999998,12.288725199999998
1/18/2025 16:10,11.281371,11.281371
1/18/2025 16:20,9.146801,9.146801
1/18/2025 16:30,7.9199016,7.9199016
1/18/2025 16:40,6.9671566,6.9671566
1/18/2025 16:50,5.5870036,5.5870036
1/18/2025 17:00,3.6718235999999997,3.6718235999999997
1/18/2025 17:10,2.8405672,2.8405672
1/18/2025 17:20,1.9869244,1.9869244
1/18/2025 17:30,1.1749924,1.1749924
1/18/2025 17:40,0.679589,0.679589
1/18/2025 17:50,0.24015460000000002,0.24015460000000002
1/18/2025 18:00,0.0443944,0.0443944
1/18/2025 18:10,0,0
1/18/2025 18:20,0,0
1/18/2025 18:30,0,0
1/18/2025 18:40,0,0
1/18/2025 18:50,0,0
1/18/2025 19:00,0,0
1/18/2025 19:10,0,0
1/18/2025 19:20,0,0
1/18/2025 19:30,0,0
1/18/2025 19:40,0,0
1/18/2025 19:50,0,0
1/18/2025 20:00,0,0
1/18/2025 20:10,0,0
1/18/2025 20:20,0,0
1/18/2025 20:30,0,0
1/18/2025 20:40,0,0
1/18/2025 20:50,0,0
1/18/2025 21:00,0,0
1/18/2025 21:10,0,0
1/18/2025 21:20,0,0
1/18/2025 21:30,0,0
1/18/2025 21:40,0,0
1/18/2025 21:50,0,0
1/18/2025 22:00,0,0
1/18/2025 22:10,0,0
1/18/2025 22:20,0,0
1/18/2025 22:30,0,0
1/18/2025 22:40,0,0
1/18/2025 22:50,0,0
1/18/2025 23:00,0,0
1/18/2025 23:10,0,0
1/18/2025 23:20,0,0
1/18/2025 23:30,0,0
1/18/2025 23:40,0,0
1/18/2025 23:50,0,0
1/19/2025 0:00,0,0
1/19/2025 0:10,0,0
1/19/2025 0:20,0,0
1/19/2025 0:30,0,0
1/19/2025 0:40,0,0
1/19/2025 0:50,0,0
1/19/2025 1:00,0,0
1/19/2025 1:10,0,0
1/19/2025 1:20,0,0
1/19/2025 1:30,0,0
1/19/2025 1:40,0,0
1/19/2025 1:50,0,0
1/19/2025 2:00,0,0
1/19/2025 2:10,0,0
1/19/2025 2:20,0,0
1/19/2025 2:30,0,0
1/19/2025 2:40,0,0
1/19/2025 2:50,0,0
1/19/2025 3:00,0,0
1/19/2025 3:10,0,0
1/19/2025 3:20,0,0
1/19/2025 3:30,0,0
1/19/2025 3:40,0,0
1/19/2025 3:50,0,0
1/19/2025 4:00,0,0
1/19/2025 4:10,0,0
1/19/2025 4:20,0,0
1/19/2025 4:30,0,0
1/19/2025 4:40,0,0
1/19/2025 4:50,0,0
1/19/2025 5:00,0,0
1/19/2025 5:10,0,0
1/19/2025 5:20,0,0
1/19/2025 5:30,0,0.2318662933566976
1/19/2025 5:40,0,0.2318662933566976
1/19/2025 5:50,0,0
1/19/2025 6:00,0,0
1/19/2025 6:10,0,0
1/19/2025 6:20,0,0.651829365
1/19/2025 6:30,0.7641724,0.7641724
1/19/2025 6:40,1.5858092,1.5858092
1/19/2025 6:50,2.5761702,2.5761702
1/19/2025 7:00,3.7122287999999997,3.7122287999999997
1/19/2025 7:10,5.098728400000001,5.098728400000001
1/19/2025 7:20,6.4623294,6.4623294
1/19/2025 7:30,6.9697146000000005,6.9697146000000005
1/19/2025 7:40,8.4079192,8.4079192
1/19/2025 7:50,8.8847942,8.8847942
1/19/2025 8:00,10.359677399999999,10.359677399999999
1/19/2025 8:10,12.4245184,12.4245184
1/19/2025 8:20,10.5236574,10.5236574
1/19/2025 8:30,12.8141692,12.8141692
1/19/2025 8:40,16.253697600000002,16.253697600000002
1/19/2025 8:50,14.295066600000002,14.295066600000002
1/19/2025 9:00,14.721033,14.721033
1/19/2025 9:10,16.0467328,16.0467328
1/19/2025 9:20,18.0137202,18.0137202
1/19/2025 9:30,17.009408999999998,17.009408999999998
1/19/2025 9:40,18.1392458,19.549799947084107
1/19/2025 9:50,17.624568,25.22748743575831
1/19/2025 10:00,19.3358596,21.39347565600559
1/19/2025 10:10,19.931621,23.835294366989796
1/19/2025 10:20,21.558916200000002,28.88065996925102
1/19/2025 10:30,21.8111198,25.793130894096397
1/19/2025 10:40,20.934626,21.57778590048196
1/19/2025 10:50,21.068177,21.068177
1/19/2025 11:00,19.987673,32.38033285208851
1/19/2025 11:10,19.0632938,22.69896867619036
1/19/2025 11:20,17.9085992,35.36975244790055
1/19/2025 11:30,18.2338318,22.164461044819056
1/19/2025 11:40,18.5029962,25.60487142793125
1/19/2025 11:50,18.605488,27.715506692313305
1/19/2025 12:00,19.8248776,22.479831012628033
1/19/2025 12:10,18.9710356,33.746070740627275
1/19/2025 12:20,19.064495,19.064495
1/19/2025 12:30,20.439266600000003,34.40997614982346
1/19/2025 12:40,21.5394838,32.844025347697674
1/19/2025 12:50,22.168338,32.30592978976917
1/19/2025 13:00,24.0271102,30.284896861698662
1/19/2025 13:10,24.700587,27.501668053465842
1/19/2025 13:20,26.2345374,26.2345374
1/19/2025 13:30,29.2387898,29.2387898
1/19/2025 13:40,21.9430506,24.54648857055653
1/19/2025 13:50,25.2411068,26.50632596499945
1/19/2025 14:00,25.6558064,27.95021647858647
1/19/2025 14:10,28.273899999999998,28.702896588264064
1/19/2025 14:20,20.6717828,20.6717828
1/19/2025 14:30,21.640501,21.640501
1/19/2025 14:40,27.3791356,27.3791356
1/19/2025 14:50,26.1344164,26.1344164
1/19/2025 15:00,24.1314086,24.1314086
1/19/2025 15:10,21.006585,21.006585
1/19/2025 15:20,17.652047,17.652047
1/19/2025 15:30,14.854519400000001,14.854519400000001
1/19/2025 15:40,12.571199,12.571199
1/19/2025 15:50,12.738339999999999,12.738339999999999
1/19/2025 16:00,12.9127108,12.9127108
1/19/2025 16:10,10.8741334,10.8741334
1/19/2025 16:20,7.681793999999999,7.681793999999999
1/19/2025 16:30,5.6015352,5.6015352
1/19/2025 16:40,4.3651438,4.3651438
1/19/2025 16:50,3.6121092,3.6121092
1/19/2025 17:00,2.8701464000000003,2.8701464000000003
1/19/2025 17:10,2.1818999999999997,2.1818999999999997
1/19/2025 17:20,1.5215539999999999,1.5215539999999999
1/19/2025 17:30,0.8651873999999999,0.8651873999999999
1/19/2025 17:40,0.3208296,0.3208296
1/19/2025 17:50,0.0678112,0.0678112
1/19/2025 18:00,0,0
1/19/2025 18:10,0,0
1/19/2025 18:20,0,0
1/19/2025 18:30,0,0
1/19/2025 18:40,0,0
1/19/2025 18:50,0,0
1/19/2025 19:00,0,0
1/19/2025 19:10,0,0
1/19/2025 19:20,0,0
1/19/2025 19:30,0,0
1/19/2025 19:40,0,0
1/19/2025 19:50,0,0
1/19/2025 20:00,0,0
1/19/2025 20:10,0,0
1/19/2025 20:20,0,0
1/19/2025 20:30,0,0
1/19/2025 20:40,0,0
1/19/2025 20:50,0,0
1/19/2025 21:00,0,0
1/19/2025 21:10,0,0
1/19/2025 21:20,0,0
1/19/2025 21:30,0,0
1/19/2025 21:40,0,0
1/19/2025 21:50,0,0
1/19/2025 22:00,0,0
1/19/2025 22:10,0,0
1/19/2025 22:20,0,0
1/19/2025 22:30,0,0
1/19/2025 22:40,0,0
1/19/2025 22:50,0,0
1/19/2025 23:00,0,0
1/19/2025 23:10,0,0
1/19/2025 23:20,0,0
1/19/2025 23:30,0,0
1/19/2025 23:40,0,0
1/19/2025 23:50,0,0
1/20/2025 0:00,0,0
1/20/2025 0:10,0,0
1/20/2025 0:20,0,0
1/20/2025 0:30,0,0
1/20/2025 0:40,0,0
1/20/2025 0:50,0,0
1/20/2025 1:00,0,0
1/20/2025 1:10,0,0
1/20/2025 1:20,0,0
1/20/2025 1:30,0,0
1/20/2025 1:40,0,0
1/20/2025 1:50,0,0
1/20/2025 2:00,0,0
1/20/2025 2:10,0,0
1/20/2025 2:20,0,0
1/20/2025 2:30,0,0
1/20/2025 2:40,0,0
1/20/2025 2:50,0,0
1/20/2025 3:00,0,0
1/20/2025 3:10,0,0
1/20/2025 3:20,0,0
1/20/2025 3:30,0,0
1/20/2025 3:40,0,0
1/20/2025 3:50,0,0
1/20/2025 4:00,0,0
1/20/2025 4:10,0,0
1/20/2025 4:20,0,0
1/20/2025 4:30,0,0
1/20/2025 4:40,0,0
1/20/2025 4:50,0,0
1/20/2025 5:00,0,0
1/20/2025 5:10,0,0
1/20/2025 5:20,0,0
1/20/2025 5:30,0,0
1/20/2025 5:40,0,0.34779944003504637
1/20/2025 5:50,0,0
1/20/2025 6:00,0,0
1/20/2025 6:10,0,0
1/20/2025 6:20,0.269874,0.269874
1/20/2025 6:30,0.9446004,0.9446004
1/20/2025 6:40,1.2913782,1.2913782
1/20/2025 6:50,2.3739412,2.3739412
1/20/2025 7:00,3.1461912,3.1461912
1/20/2025 7:10,4.4263010000000005,4.4263010000000005
1/20/2025 7:20,5.839014000000001,5.839014000000001
1/20/2025 7:30,7.782821799999999,7.782821799999999
1/20/2025 7:40,9.843509399999999,9.843509399999999
1/20/2025 7:50,11.7456624,11.7456624
1/20/2025 8:00,13.047367600000001,13.047367600000001
1/20/2025 8:10,14.0423484,14.0423484
1/20/2025 8:20,16.3538268,16.3538268
1/20/2025 8:30,16.797435200000002,16.797435200000002
1/20/2025 8:40,14.587726800000002,14.587726800000002
1/20/2025 8:50,13.756969000000002,13.756969000000002
1/20/2025 9:00,16.7555884,16.7555884
1/20/2025 9:10,20.245867,20.245867
1/20/2025 9:20,22.941469599999998,22.941469599999998
1/20/2025 9:30,20.1029202,20.13207521215045
1/20/2025 9:40,26.8110256,27.55816817563658
1/20/2025 9:50,24.183846600000003,27.55443116
1/20/2025 10:00,20.8143144,20.8143144
1/20/2025 10:10,24.161610200000002,28.621650315100887
1/20/2025 10:20,11.7013824,12.104197673460313
1/20/2025 10:30,33.186931200000004,33.67551845600559
1/20/2025 10:40,21.5281126,21.5281126
1/20/2025 10:50,23.4492266,26.76882143486676
1/20/2025 11:00,33.1113656,34.61925068098313
1/20/2025 11:10,23.8933772,25.82206692793563
1/20/2025 11:20,27.6004678,32.63475081653801
1/20/2025 11:30,36.974923000000004,36.974923000000004
1/20/2025 11:40,16.457684399999998,16.457684399999998
1/20/2025 11:50,21.775259,26.03415685744709
1/20/2025 12:00,32.1133978,35.33005795723601
1/20/2025 12:10,25.5049332,27.843566448250904
1/20/2025 12:20,26.247369400000004,35.427483353048046
1/20/2025 12:30,36.155718,36.155718
1/20/2025 12:40,22.1193836,22.1193836
1/20/2025 12:50,19.845005800000003,19.845005800000003
1/20/2025 13:00,30.760986199999998,31.47911641406953
1/20/2025 13:10,26.6217308,26.6217308
1/20/2025 13:20,27.8379458,27.856370856554996
1/20/2025 13:30,38.4722214,38.4722214
1/20/2025 13:40,35.7173406,35.80979737048471
1/20/2025 13:50,31.8652146,32.591467022716316
1/20/2025 14:00,20.685070200000002,20.826124174195083
1/20/2025 14:10,16.5911214,16.5911214
1/20/2025 14:20,28.340836000000003,28.340836000000003
1/20/2025 14:30,24.483666,24.483666
1/20/2025 14:40,25.856384000000002,25.856384000000002
1/20/2025 14:50,24.251181199999998,24.251181199999998
1/20/2025 15:00,22.129049000000002,22.129049000000002
1/20/2025 15:10,20.4249376,20.4249376
1/20/2025 15:20,17.945864399999998,17.945864399999998
1/20/2025 15:30,17.3049412,17.3049412
1/20/2025 15:40,16.6444538,16.6444538
1/20/2025 15:50,15.907131799999998,15.907131799999998
1/20/2025 16:00,14.2680624,14.2680624
1/20/2025 16:10,12.9863987,12.9863987
1/20/2025 16:20,8.768401,8.768401
1/20/2025 16:30,8.9322482,8.9322482
1/20/2025 16:40,8.9541312,8.9541312
1/20/2025 16:50,7.414349,7.414349
1/20/2025 17:00,5.074980999999999,5.412228084088691
1/20/2025 17:10,3.2958838,3.2958838
1/20/2025 17:20,2.4158446,2.4158446
1/20/2025 17:30,1.6058416000000002,1.6058416000000002
1/20/2025 17:40,0.9632432,0.9632432
1/20/2025 17:50,0.20180199999999998,0.20180199999999998
1/20/2025 18:00,0.0921158,0.0921158
1/20/2025 18:10,0,0
1/20/2025 18:20,0,0
1/20/2025 18:30,0,0
1/20/2025 18:40,0,0
1/20/2025 18:50,0,0
1/20/2025 19:00,0,0
1/20/2025 19:10,0,0
1/20/2025 19:20,0,0
1/20/2025 19:30,0,0
1/20/2025 19:40,0,0
1/20/2025 19:50,0,0
1/20/2025 20:00,0,0
1/20/2025 20:10,0,0
1/20/2025 20:20,0,0
1/20/2025 20:30,0,0
1/20/2025 20:40,0,0
1/20/2025 20:50,0,0
1/20/2025 21:00,0,0
1/20/2025 21:10,0,0
1/20/2025 21:20,0,0
1/20/2025 21:30,0,0
1/20/2025 21:40,0,0
1/20/2025 21:50,0,0
1/20/2025 22:00,0,0
1/20/2025 22:10,0,0
1/20/2025 22:20,0,0
1/20/2025 22:30,0,0
1/20/2025 22:40,0,0
1/20/2025 22:50,0,0
1/20/2025 23:00,0,0
1/20/2025 23:10,0,0
1/20/2025 23:20,0,0
1/20/2025 23:30,0,0
1/20/2025 23:40,0,0
1/20/2025 23:50,0,0
1/21/2025 0:00,0,0
1/21/2025 0:10,0,0
1/21/2025 0:20,0,0
1/21/2025 0:30,0,0
1/21/2025 0:40,0,0
1/21/2025 0:50,0,0
1/21/2025 1:00,0,0
1/21/2025 1:10,0,0
1/21/2025 1:20,0,0
1/21/2025 1:30,0,0
1/21/2025 1:40,0,0
1/21/2025 1:50,0,0
1/21/2025 2:00,0,0
1/21/2025 2:10,0,0
1/21/2025 2:20,0,0
1/21/2025 2:30,0,0
1/21/2025 2:40,0,0
1/21/2025 2:50,0,0
1/21/2025 3:00,0,0
1/21/2025 3:10,0,0
1/21/2025 3:20,0,0
1/21/2025 3:30,0,0
1/21/2025 3:40,0,0
1/21/2025 3:50,0,0
1/21/2025 4:00,0,0
1/21/2025 4:10,0,0
1/21/2025 4:20,0,0
1/21/2025 4:30,0,0
1/21/2025 4:40,0,0
1/21/2025 4:50,0,0
1/21/2025 5:00,0,0
1/21/2025 5:10,0,0
1/21/2025 5:20,0,0
1/21/2025 5:30,0,0
1/21/2025 5:40,0,0.34779944003504637
1/21/2025 5:50,0,0
1/21/2025 6:00,0,0
1/21/2025 6:10,0,0
1/21/2025 6:20,0,0.6301802753958016
1/21/2025 6:30,0.720621,0.720621
1/21/2025 6:40,0.9917064,0.9917064
1/21/2025 6:50,1.5238508,1.5238508
1/21/2025 7:00,2.8709644,2.8709644
1/21/2025 7:10,3.5127558,3.5127558
1/21/2025 7:20,4.806898599999999,4.806898599999999
1/21/2025 7:30,6.6804428,6.6804428
1/21/2025 7:40,7.8462324,7.8462324
1/21/2025 7:50,8.689089,8.689089
1/21/2025 8:00,10.2023408,10.2023408
1/21/2025 8:10,11.7357244,11.7357244
1/21/2025 8:20,15.002690999999999,15.002690999999999
1/21/2025 8:30,18.1072678,18.1072678
1/21/2025 8:40,20.3988396,20.3988396
1/21/2025 8:50,20.1944104,20.1944104
1/21/2025 9:00,21.506448,22.01858642189604
1/21/2025 9:10,24.916138999999998,25.100077431641626
1/21/2025 9:20,21.675379200000002,21.675379200000002
1/21/2025 9:30,18.117971,26.52249123404704
1/21/2025 9:40,18.117971,11.165718
1/21/2025 9:50,13.5696974,13.5696974
1/21/2025 10:00,11.46139,11.46139
1/21/2025 10:10,11.062040399999999,11.062040399999999
1/21/2025 10:20,17.8717352,17.8717352
1/21/2025 10:30,25.928337399999997,29.837798198559604
1/21/2025 10:40,10.4274658,12.890781256094925
1/21/2025 10:50,10.8121188,18.94530993
1/21/2025 11:00,13.809237,15.330964557937254
1/21/2025 11:10,12.300431399999999,29.091516513110538
1/21/2025 11:20,13.2480528,28.997703792245865
1/21/2025 11:30,12.1431594,12.1431594
1/21/2025 11:40,25.5471058,31.76573300171237
1/21/2025 11:50,29.9226852,33.43576712545949
1/21/2025 12:00,24.6454058,26.427192301716197
1/21/2025 12:10,17.7369294,23.78943978462551
1/21/2025 12:20,23.682615,23.682615
1/21/2025 12:30,22.5096348,24.32364902944402
1/21/2025 12:40,26.901400799999998,31.786006165405205
1/21/2025 12:50,17.71316,22.785166384013042
1/21/2025 13:00,25.017693,27.423638492520013
1/21/2025 13:10,19.2197602,19.2197602
1/21/2025 13:20,35.2903692,35.2903692
1/21/2025 13:30,32.1356258,32.1356258
1/21/2025 13:40,25.0451868,28.50910133459206
1/21/2025 13:50,31.8214918,33.096753654150675
1/21/2025 14:00,31.679638999999998,31.679638999999998
1/21/2025 14:10,31.3132108,31.3132108
1/21/2025 14:20,30.3545624,30.3545624
1/21/2025 14:30,28.864256,28.864256
1/21/2025 14:40,26.9376826,26.9376826
1/21/2025 14:50,24.627644,24.627644
1/21/2025 15:00,22.484597400000002,22.484597400000002
1/21/2025 15:10,21.7244744,21.7244744
1/21/2025 15:20,18.590526,18.590526
1/21/2025 15:30,19.935191,19.935191
1/21/2025 15:40,18.8966344,18.8966344
1/21/2025 15:50,16.7671108,16.7671108
1/21/2025 16:00,14.386422999999999,14.386422999999999
1/21/2025 16:10,11.8054952,11.8054952
1/21/2025 16:20,9.7387512,9.7387512
1/21/2025 16:30,7.6048566,7.6048566
1/21/2025 16:40,6.3775333,6.3775333
1/21/2025 16:50,5.4060392,5.4060392
1/21/2025 17:00,3.8465038,3.8465038
1/21/2025 17:10,2.7988644000000003,2.7988644000000003
1/21/2025 17:20,2.2718176,2.2718176
1/21/2025 17:30,0.9254382,0.9254382
1/21/2025 17:40,0.3628116,0.3628116
1/21/2025 17:50,0.0427202,0.0427202
1/21/2025 18:00,0.042870599999999995,0.042870599999999995
1/21/2025 18:10,0,0
1/21/2025 18:20,0,0
1/21/2025 18:30,0,0.1159331466783488
1/21/2025 18:40,0,0
1/21/2025 18:50,0,0
1/21/2025 19:00,0,0
1/21/2025 19:10,0,0
1/21/2025 19:20,0,0
1/21/2025 19:30,0,0
1/21/2025 19:40,0,0
1/21/2025 19:50,0,0
1/21/2025 20:00,0,0
1/21/2025 20:10,0,0
1/21/2025 20:20,0,0
1/21/2025 20:30,0,0
1/21/2025 20:40,0,0
1/21/2025 20:50,0,0
1/21/2025 21:00,0,0
1/21/2025 21:10,0,0
1/21/2025 21:20,0,0
1/21/2025 21:30,0,0
1/21/2025 21:40,0,0
1/21/2025 21:50,0,0
1/21/2025 22:00,0,0
1/21/2025 22:10,0,0
1/21/2025 22:20,0,0
1/21/2025 22:30,0,0
1/21/2025 22:40,0,0
1/21/2025 22:50,0,0
1/21/2025 23:00,0,0
1/21/2025 23:10,0,0
1/21/2025 23:20,0,0
1/21/2025 23:30,0,0
1/21/2025 23:40,0,0
1/21/2025 23:50,0,0
1/22/2025 0:00,0,0
1/22/2025 0:10,0,0
1/22/2025 0:20,0,0
1/22/2025 0:30,0,0
1/22/2025 0:40,0,0
1/22/2025 0:50,0,0
1/22/2025 1:00,0,0
1/22/2025 1:10,0,0
1/22/2025 1:20,0,0
1/22/2025 1:30,0,0
1/22/2025 1:40,0,0
1/22/2025 1:50,0,0
1/22/2025 2:00,0,0
1/22/2025 2:10,0,0
1/22/2025 2:20,0,0
1/22/2025 2:30,0,0
1/22/2025 2:40,0,0
1/22/2025 2:50,0,0
1/22/2025 3:00,0,0
1/22/2025 3:10,0,0
1/22/2025 3:20,0,0
1/22/2025 3:30,0,0
1/22/2025 3:40,0,0
1/22/2025 3:50,0,0
1/22/2025 4:00,0,0
1/22/2025 4:10,0,0
1/22/2025 4:20,0,0
1/22/2025 4:30,0,0
1/22/2025 4:40,0,0
1/22/2025 4:50,0,0
1/22/2025 5:00,0,0
1/22/2025 5:10,0,0
1/22/2025 5:20,0,0
1/22/2025 5:30,0,0
1/22/2025 5:40,0,0.1159331466783488
1/22/2025 5:50,0,0
1/22/2025 6:00,0,0
1/22/2025 6:10,0.0011382,0.0011382
1/22/2025 6:20,0.0066804,0.0066804
1/22/2025 6:30,0.874572,0.874572
1/22/2025 6:40,1.9854500000000002,1.9854500000000002
1/22/2025 6:50,2.9308294,2.9308294
1/22/2025 7:00,4.2995834,4.2995834
1/22/2025 7:10,5.9391072000000005,5.9391072000000005
1/22/2025 7:20,8.0343172,8.0343172
1/22/2025 7:30,9.2413096,9.2413096
1/22/2025 7:40,10.22345,10.22345
1/22/2025 7:50,11.280053800000001,11.280053800000001
1/22/2025 8:00,12.9737878,12.9737878
1/22/2025 8:10,14.4925946,14.4925946
1/22/2025 8:20,16.3463388,16.3463388
1/22/2025 8:30,18.2464168,18.2464168
1/22/2025 8:40,19.7233358,19.7233358
